Date,Open,High,Low,Close,Volume
7-Apr-16,1978.75,1980.43,1964.99,1973.89,434061000
6-Apr-16,1963.17,1975.09,1961.51,1971.32,358031000
5-Apr-16,1972.38,1973.17,1959.26,1962.74,368164000
4-Apr-16,1974.73,1979.03,1969.35,1978.97,363317000
1-Apr-16,1994.77,1994.77,1970.17,1973.57,392258000
31-Mar-16,2005.72,2007.43,1986.74,1995.85,335073000
30-Mar-16,2005.24,2009.10,1998.51,2002.14,368305000
29-Mar-16,1986.93,1997.33,1984.07,1994.91,385453000
28-Mar-16,1984.93,1992.46,1981.37,1982.54,410468000
25-Mar-16,1991.06,1991.06,1981.53,1983.81,463422000
24-Mar-16,1988.46,1992.76,1981.17,1985.97,341173000
23-Mar-16,1996.47,2001.67,1989.84,1995.12,367551000
22-Mar-16,1993.37,1997.76,1986.87,1996.81,383752000
21-Mar-16,1999.25,2003.12,1982.70,1989.76,323260000
18-Mar-16,1996.31,1996.31,1986.04,1992.12,385847000
17-Mar-16,1984.69,2000.30,1984.33,1987.99,291577000
16-Mar-16,1971.58,1982.08,1969.66,1974.90,294460000
15-Mar-16,1975.61,1979.46,1966.44,1969.97,264582000
14-Mar-16,1985.74,1985.90,1970.56,1972.27,357078000
11-Mar-16,1968.30,1975.87,1966.65,1971.41,303418000
10-Mar-16,1958.87,1976.19,1955.67,1969.33,352325000
9-Mar-16,1940.55,1952.95,1938.32,1952.95,355392000
8-Mar-16,1958.94,1958.94,1935.55,1946.12,358684000
7-Mar-16,1961.26,1963.43,1955.97,1957.87,344612000
4-Mar-16,1956.01,1958.46,1949.47,1955.63,316418000
3-Mar-16,1957.83,1958.17,1946.57,1958.17,420984000
2-Mar-16,1944.27,1949.94,1942.24,1947.42,323352000
29-Feb-16,1921.76,1927.05,1916.66,1916.66,275051000
26-Feb-16,1927.10,1927.80,1917.07,1920.16,280216000
25-Feb-16,1919.08,1928.49,1906.99,1918.57,305789000
24-Feb-16,1908.71,1918.63,1906.19,1912.53,281600000
23-Feb-16,1928.85,1929.53,1909.79,1914.22,326810000
22-Feb-16,1911.56,1921.14,1905.85,1916.36,267858000
19-Feb-16,1904.50,1916.24,1902.24,1916.24,312197000
18-Feb-16,1909.40,1910.12,1898.49,1908.84,332576000
17-Feb-16,1889.41,1897.37,1881.03,1883.94,344628000
16-Feb-16,1870.10,1892.15,1868.11,1888.30,388318000
15-Feb-16,1857.33,1864.62,1847.60,1862.20,284595000
12-Feb-16,1850.67,1857.12,1817.97,1835.28,470499000
11-Feb-16,1872.68,1877.77,1858.90,1861.54,386428000
5-Feb-16,1914.55,1921.76,1910.31,1917.79,305766000
4-Feb-16,1900.48,1917.09,1897.18,1916.26,365805000
3-Feb-16,1893.83,1894.72,1882.75,1890.67,408594000
2-Feb-16,1914.96,1920.02,1906.06,1906.60,412273000
1-Feb-16,1919.62,1926.11,1912.85,1924.82,440317000
29-Jan-16,1905.01,1912.07,1888.48,1912.06,386555000
28-Jan-16,1885.38,1907.56,1877.78,1906.94,354305000
27-Jan-16,1888.07,1902.03,1883.39,1897.87,348905000
26-Jan-16,1881.87,1884.13,1862.98,1871.69,298824000
25-Jan-16,1890.15,1901.22,1882.74,1893.43,315303000
22-Jan-16,1860.30,1879.43,1859.54,1879.43,408460000
21-Jan-16,1848.10,1860.02,1838.04,1840.53,433741000
20-Jan-16,1885.36,1885.36,1830.06,1845.45,407298000
19-Jan-16,1879.80,1889.90,1866.76,1889.64,335321000
18-Jan-16,1856.03,1882.21,1854.55,1878.45,276937000
15-Jan-16,1915.83,1918.30,1873.35,1878.87,312359000
14-Jan-16,1893.18,1900.48,1882.02,1900.01,310978000
13-Jan-16,1904.33,1921.00,1902.49,1916.28,265221000
12-Jan-16,1907.61,1910.59,1888.94,1890.86,295135000
11-Jan-16,1897.18,1907.43,1892.69,1894.84,328768000
8-Jan-16,1889.42,1918.25,1883.82,1917.62,430204000
7-Jan-16,1915.71,1926.41,1901.24,1904.33,393042000
6-Jan-16,1934.25,1934.25,1911.61,1925.43,594612000
5-Jan-16,1911.93,1937.57,1911.93,1930.53,446548000
4-Jan-16,1954.47,1954.52,1918.76,1918.76,359018000
30-Dec-15,1973.03,1974.67,1958.78,1961.31,304462000
29-Dec-15,1956.49,1968.57,1946.21,1966.31,401427000
28-Dec-15,1990.59,1991.19,1964.06,1964.06,396643000
24-Dec-15,2009.34,2009.99,1990.65,1990.65,504620000
23-Dec-15,1994.20,2007.42,1989.30,1999.22,502366000
22-Dec-15,1984.37,1992.72,1971.32,1992.56,577235000
21-Dec-15,1974.26,1986.66,1968.14,1981.19,539596000
18-Dec-15,1960.32,1981.42,1958.12,1975.32,677729000
17-Dec-15,1984.06,1987.83,1967.64,1977.96,379574000
16-Dec-15,1950.15,1975.63,1950.05,1969.40,475097000
15-Dec-15,1935.82,1938.04,1925.75,1932.97,434738000
14-Dec-15,1926.36,1930.40,1919.22,1927.82,439741000
11-Dec-15,1952.82,1961.00,1943.67,1948.62,380713000
10-Dec-15,1947.21,1956.84,1940.40,1952.07,377848000
9-Dec-15,1951.39,1956.70,1944.78,1948.24,378094000
8-Dec-15,1964.22,1971.07,1948.43,1949.04,406175000
7-Dec-15,1987.62,1988.04,1963.66,1963.67,382132000
4-Dec-15,1972.16,1983.02,1970.48,1974.40,379466000
3-Dec-15,2000.20,2000.20,1981.59,1994.07,365870000
2-Dec-15,2026.08,2026.19,2009.29,2009.29,631315000
1-Dec-15,2001.51,2026.33,2001.51,2023.93,573342000
30-Nov-15,2022.38,2022.38,1987.12,1991.97,452865000
27-Nov-15,2038.71,2038.72,2026.40,2028.99,481950000
26-Nov-15,2014.88,2033.18,2014.88,2030.68,454457000
25-Nov-15,2018.24,2018.93,2007.91,2009.42,391646000
24-Nov-15,2004.29,2019.95,2003.06,2016.29,417004000
23-Nov-15,1995.92,2008.34,1992.86,2003.70,383231000
20-Nov-15,1988.96,1993.97,1985.93,1989.86,413655000
19-Nov-15,1976.94,1988.92,1972.85,1988.91,422517000
18-Nov-15,1967.25,1973.16,1961.43,1962.88,541860000
17-Nov-15,1967.36,1974.08,1959.22,1963.58,417559000
16-Nov-15,1945.68,1956.09,1942.85,1943.02,433426000
13-Nov-15,1975.97,1981.27,1969.71,1973.29,342313000
12-Nov-15,1997.32,1998.66,1991.28,1993.36,389444000
11-Nov-15,1993.81,2001.73,1983.14,1997.27,286567000
10-Nov-15,2015.45,2015.45,1988.54,1996.59,417457000
9-Nov-15,2038.59,2038.59,2022.52,2025.70,435389000
6-Nov-15,2048.17,2055.14,2038.46,2041.07,465030000
5-Nov-15,2049.30,2050.44,2039.93,2049.41,349079000
4-Nov-15,2053.51,2056.12,2042.38,2052.77,545085000
3-Nov-15,2042.60,2053.24,2040.75,2048.40,591736000
2-Nov-15,2033.15,2036.05,2028.20,2035.24,366381000
30-Oct-15,2034.78,2038.56,2027.80,2029.47,380671000
29-Oct-15,2050.97,2064.72,2032.56,2034.16,481349000
28-Oct-15,2045.67,2045.67,2032.39,2042.51,402200000
27-Oct-15,2043.52,2045.81,2036.22,2044.65,449155000
26-Oct-15,2049.41,2049.60,2039.97,2048.08,459949000
23-Oct-15,2043.67,2054.82,2036.92,2040.40,648998000
22-Oct-15,2040.43,2042.57,2019.53,2023.00,695813000
21-Oct-15,2039.25,2053.95,2035.59,2042.98,668945000
20-Oct-15,2031.50,2040.24,2026.67,2039.36,958059000
19-Oct-15,2032.36,2036.30,2022.25,2030.27,726843000
16-Oct-15,2037.98,2038.06,2025.19,2030.26,550798000
15-Oct-15,2008.29,2035.80,2007.46,2033.27,498901000
14-Oct-15,2014.47,2016.14,2002.63,2009.55,644802000
13-Oct-15,2021.20,2024.50,2010.16,2019.05,604995000
12-Oct-15,2022.33,2030.92,2015.43,2021.63,635085000
8-Oct-15,2016.36,2020.19,1998.66,2019.53,700992000
7-Oct-15,1995.87,2006.24,1994.55,2005.84,761719000
6-Oct-15,1996.29,1998.02,1985.17,1990.65,661635000
5-Oct-15,1981.60,1994.65,1975.55,1978.25,545633000
2-Oct-15,1979.41,1985.57,1969.68,1969.68,1030976000
1-Oct-15,1963.55,1986.01,1958.63,1979.32,678977000
30-Sep-15,1915.46,1962.84,1915.04,1962.81,546992000
25-Sep-15,1948.30,1951.94,1932.49,1942.85,796574000
24-Sep-15,1956.94,1958.73,1944.31,1947.10,921264000
23-Sep-15,1960.33,1968.16,1944.51,1944.64,856989000
22-Sep-15,1973.54,1983.99,1966.05,1982.06,696371000
21-Sep-15,1973.24,1980.80,1960.11,1964.68,376423000
18-Sep-15,1978.39,1996.47,1964.12,1995.95,523798000
17-Sep-15,1989.07,1989.07,1972.93,1976.49,510173000
16-Sep-15,1949.49,1978.68,1949.15,1975.45,584757000
15-Sep-15,1930.44,1938.90,1927.62,1937.56,390824000
14-Sep-15,1947.65,1948.02,1921.45,1931.46,362914000
11-Sep-15,1942.88,1951.26,1939.73,1941.37,503010000
10-Sep-15,1918.42,1962.11,1915.44,1962.11,460344000
9-Sep-15,1903.28,1934.20,1902.93,1934.20,516171000
8-Sep-15,1889.14,1894.56,1868.48,1878.68,391891000
7-Sep-15,1883.36,1895.99,1870.59,1883.22,288156000
4-Sep-15,1921.81,1923.06,1879.94,1886.04,361089000
3-Sep-15,1929.78,1931.19,1911.17,1915.53,297283000
2-Sep-15,1886.14,1920.62,1883.50,1915.22,342022000
1-Sep-15,1934.44,1939.67,1914.22,1914.23,324479000
31-Aug-15,1934.12,1941.49,1925.52,1941.49,350942000
28-Aug-15,1932.39,1938.61,1927.39,1937.67,446751000
27-Aug-15,1912.42,1920.39,1898.98,1908.00,482660000
26-Aug-15,1843.70,1895.45,1835.58,1894.09,453386000
25-Aug-15,1840.94,1864.30,1806.79,1846.63,451586000
24-Aug-15,1860.03,1872.86,1800.75,1829.81,415178000
21-Aug-15,1862.79,1886.49,1856.91,1876.07,512313000
20-Aug-15,1929.43,1933.79,1912.55,1914.55,397527000
19-Aug-15,1954.56,1959.51,1915.91,1939.38,506786000
18-Aug-15,1977.61,1979.33,1954.35,1956.26,472766000
17-Aug-15,1991.05,1991.05,1968.44,1968.52,561574000
13-Aug-15,1975.47,1990.70,1966.02,1983.46,376591000
12-Aug-15,1980.04,1989.10,1948.91,1975.47,524252000
11-Aug-15,2020.15,2021.81,1986.46,1986.65,366407000
10-Aug-15,2008.44,2008.55,1993.96,2003.17,308327000
7-Aug-15,2009.39,2012.90,2001.13,2010.23,334578000
6-Aug-15,2037.26,2038.41,2011.60,2013.29,340506000
5-Aug-15,2027.22,2035.25,2022.98,2029.76,319211000
4-Aug-15,2007.75,2027.99,2007.66,2027.99,388790000
3-Aug-15,2026.25,2026.25,2005.21,2008.49,358746000
31-Jul-15,2026.98,2030.16,2004.70,2030.16,448192000
30-Jul-15,2040.24,2044.93,2019.03,2019.03,509318000
29-Jul-15,2053.62,2055.95,2037.62,2037.62,520572000
28-Jul-15,2026.33,2045.55,2015.91,2039.10,498527000
27-Jul-15,2034.82,2048.15,2032.44,2038.81,543243000
24-Jul-15,2060.66,2060.66,2040.30,2045.96,611868000
23-Jul-15,2068.93,2069.20,2053.52,2065.07,739793000
22-Jul-15,2071.06,2075.94,2059.45,2064.73,1160824000
21-Jul-15,2082.18,2088.24,2069.21,2083.62,727407000
20-Jul-15,2077.09,2081.43,2068.19,2073.31,870679000
17-Jul-15,2101.22,2101.22,2068.36,2076.79,819227000
16-Jul-15,2073.29,2088.33,2071.02,2087.89,697930000
15-Jul-15,2068.38,2079.90,2060.66,2072.91,619128000
14-Jul-15,2070.44,2070.44,2052.21,2059.23,503078000
13-Jul-15,2033.25,2063.28,2030.21,2061.52,426286000
10-Jul-15,2036.89,2037.84,2024.76,2031.17,381307000
9-Jul-15,2000.19,2027.81,1983.78,2027.81,408457000
8-Jul-15,2045.88,2046.33,2010.83,2016.21,453118000
7-Jul-15,2067.04,2067.93,2028.98,2040.29,502809000
6-Jul-15,2076.06,2089.86,2052.23,2053.93,474042000
3-Jul-15,2107.51,2109.68,2094.02,2104.41,419549000
2-Jul-15,2107.11,2110.81,2098.76,2107.33,565339000
1-Jul-15,2077.27,2100.34,2072.54,2097.89,471565000
30-Jun-15,2054.83,2075.02,2049.44,2074.20,392413000
29-Jun-15,2056.44,2068.85,2054.33,2060.49,503807000
26-Jun-15,2083.40,2097.01,2080.79,2090.26,492773000
25-Jun-15,2077.84,2088.16,2073.95,2085.06,575912000
24-Jun-15,2086.69,2087.68,2076.78,2085.53,400753000
23-Jun-15,2071.30,2086.09,2066.21,2081.20,329799000
22-Jun-15,2059.60,2068.07,2050.30,2055.16,266962000
19-Jun-15,2056.54,2057.71,2044.71,2046.96,400329000
18-Jun-15,2046.19,2052.00,2036.78,2041.88,390973000
17-Jun-15,2035.48,2037.12,2021.50,2034.86,354723000
16-Jun-15,2045.01,2045.77,2008.46,2028.72,381408000
15-Jun-15,2041.07,2049.68,2033.72,2042.32,313945000
12-Jun-15,2068.45,2074.78,2044.87,2052.17,388258000
11-Jun-15,2065.07,2065.07,2051.10,2056.61,457020000
10-Jun-15,2079.13,2080.03,2049.13,2051.32,427360000
9-Jun-15,2063.40,2073.75,2057.21,2064.03,421880000
8-Jun-15,2068.51,2068.51,2056.50,2065.19,393563000
5-Jun-15,2062.22,2075.02,2060.91,2068.10,394291000
4-Jun-15,2070.49,2082.60,2062.75,2072.86,400364000
3-Jun-15,2078.51,2087.95,2059.34,2063.16,541167000
2-Jun-15,2102.62,2107.17,2076.16,2078.64,520056000
1-Jun-15,2110.12,2110.88,2086.00,2102.37,426927000
29-May-15,2109.38,2123.39,2106.70,2114.80,456143000
28-May-15,2117.77,2123.52,2110.89,2110.89,416116000
27-May-15,2133.49,2134.95,2103.64,2107.50,439029000
26-May-15,2146.47,2148.70,2130.30,2143.50,381383000
22-May-15,2131.11,2146.10,2126.88,2146.10,444585000
21-May-15,2139.68,2140.60,2121.49,2122.81,398146000
20-May-15,2128.01,2140.24,2125.49,2139.54,452114000
19-May-15,2114.29,2126.89,2107.62,2120.85,418479000
18-May-15,2108.15,2113.72,2099.48,2113.72,445154000
15-May-15,2132.53,2134.36,2104.77,2106.50,491705000
14-May-15,2115.59,2121.68,2111.72,2120.33,430832000
13-May-15,2100.10,2115.36,2100.08,2114.16,377032000
12-May-15,2100.63,2101.72,2088.64,2096.77,391923000
11-May-15,2106.12,2110.79,2097.38,2097.38,329704000
8-May-15,2090.19,2094.06,2082.72,2085.52,309504000
7-May-15,2098.48,2099.44,2067.99,2091.00,423246000
6-May-15,2122.03,2123.22,2095.60,2104.58,428091000
4-May-15,2134.51,2139.30,2128.72,2132.23,355620000
30-Apr-15,2134.94,2136.90,2121.29,2127.17,509129000
29-Apr-15,2155.01,2156.24,2126.36,2142.63,458065000
28-Apr-15,2162.50,2164.52,2144.85,2147.67,415054000
27-Apr-15,2169.14,2169.14,2152.09,2157.54,392339000
24-Apr-15,2181.24,2189.54,2154.27,2159.80,508419000
23-Apr-15,2156.94,2174.72,2139.33,2173.41,521587000
22-Apr-15,2146.59,2161.23,2125.88,2143.89,769386000
21-Apr-15,2153.42,2153.84,2140.12,2144.79,561780000
20-Apr-15,2126.55,2146.73,2126.55,2146.71,509037000
17-Apr-15,2142.72,2144.76,2134.10,2143.50,464626000
16-Apr-15,2134.14,2139.90,2125.54,2139.90,476419000
15-Apr-15,2114.56,2122.72,2110.25,2119.96,451397000
14-Apr-15,2101.76,2111.73,2095.97,2111.72,648846000
13-Apr-15,2094.10,2099.97,2088.82,2098.92,561806000
10-Apr-15,2066.32,2089.09,2065.39,2087.76,658383000
9-Apr-15,2060.30,2064.46,2054.17,2058.87,529861000
8-Apr-15,2048.75,2060.19,2046.09,2059.26,552684000
7-Apr-15,2059.05,2059.09,2043.79,2047.03,436232000
6-Apr-15,2049.87,2055.45,2043.26,2046.43,460493000
3-Apr-15,2035.83,2045.94,2031.27,2045.42,498635000
2-Apr-15,2036.90,2040.45,2028.22,2029.07,655863000
1-Apr-15,2035.40,2039.04,2024.64,2028.45,542801000
31-Mar-15,2042.31,2046.90,2032.24,2041.03,555933000
30-Mar-15,2026.60,2033.27,2018.12,2030.04,439556000
27-Mar-15,2026.75,2027.25,2016.88,2019.80,448964000
26-Mar-15,2027.20,2036.70,2019.51,2022.56,342260000
25-Mar-15,2043.16,2046.97,2038.14,2042.81,423409000
24-Mar-15,2035.08,2041.77,2028.54,2041.37,328833000
23-Mar-15,2043.22,2043.92,2032.35,2036.59,314897000
20-Mar-15,2037.13,2040.00,2027.81,2037.24,351731000
19-Mar-15,2047.13,2047.13,2031.07,2037.89,468284000
18-Mar-15,2032.19,2036.13,2026.72,2028.45,362009000
17-Mar-15,1998.26,2029.91,1997.27,2029.91,356554000
16-Mar-15,1985.59,1991.79,1982.26,1987.33,319163000
13-Mar-15,1987.17,1991.87,1982.96,1985.79,326706000
12-Mar-15,1979.22,1988.77,1970.59,1970.59,384041000
11-Mar-15,1971.04,1984.60,1969.13,1980.83,399532000
10-Mar-15,2000.66,2003.19,1982.22,1984.77,433405000
9-Mar-15,2004.94,2005.81,1990.87,1992.82,296746000
6-Mar-15,2003.97,2013.73,2003.18,2012.94,393346000
5-Mar-15,1996.81,2002.48,1993.92,1998.38,373682000
4-Mar-15,2001.76,2003.85,1996.50,1998.29,374540000
3-Mar-15,2002.50,2003.05,1995.93,2001.38,444865000
2-Mar-15,1996.72,1999.13,1988.33,1996.81,373365000
27-Feb-15,1992.76,1993.34,1982.50,1985.80,424547000
26-Feb-15,1993.27,1993.43,1983.94,1993.08,385656000
25-Feb-15,1988.47,1992.03,1984.53,1990.47,369497000
24-Feb-15,1975.65,1980.38,1972.61,1976.12,309543000
23-Feb-15,1974.44,1976.96,1966.77,1968.39,347580000
17-Feb-15,1955.77,1962.97,1952.33,1961.45,304531000
16-Feb-15,1960.03,1963.44,1955.39,1958.23,350943000
13-Feb-15,1949.32,1957.50,1946.94,1957.50,351080000
12-Feb-15,1947.21,1947.47,1932.75,1941.63,334824000
11-Feb-15,1942.34,1948.89,1937.95,1945.70,307454000
10-Feb-15,1949.30,1954.20,1935.86,1935.86,329202000
9-Feb-15,1949.50,1952.86,1944.79,1947.00,310181000
6-Feb-15,1955.13,1955.52,1945.82,1955.52,309817000
5-Feb-15,1961.15,1962.15,1945.42,1952.84,395652000
4-Feb-15,1963.37,1970.27,1961.57,1962.79,348031000
3-Feb-15,1960.11,1960.35,1940.74,1951.96,369978000
2-Feb-15,1947.91,1956.10,1944.58,1952.68,364831000
30-Jan-15,1964.13,1964.13,1948.60,1949.26,441477000
29-Jan-15,1950.83,1960.12,1946.20,1951.02,391034000
28-Jan-15,1946.71,1963.53,1943.59,1961.58,400930000
27-Jan-15,1941.90,1952.41,1940.72,1952.40,466961000
26-Jan-15,1928.26,1936.40,1924.14,1935.68,330607000
23-Jan-15,1945.36,1945.36,1930.65,1936.09,367702000
22-Jan-15,1926.01,1932.50,1916.56,1920.82,343131000
21-Jan-15,1917.33,1921.88,1909.86,1921.23,300843000
20-Jan-15,1908.62,1918.85,1907.97,1918.31,280894000
19-Jan-15,1902.81,1912.42,1900.26,1902.62,281120000
16-Jan-15,1907.07,1907.07,1885.62,1888.13,298732000
15-Jan-15,1914.06,1919.69,1908.60,1914.14,266544000
14-Jan-15,1919.31,1925.68,1913.51,1913.66,297516000
13-Jan-15,1915.03,1920.77,1910.27,1917.14,338989000
12-Jan-15,1918.18,1924.66,1917.88,1920.95,311915000
9-Jan-15,1919.80,1929.10,1915.85,1924.70,308780000
8-Jan-15,1895.85,1907.23,1891.77,1904.65,262207000
7-Jan-15,1878.90,1887.60,1876.27,1883.83,280509000
6-Jan-15,1895.48,1900.02,1877.38,1882.45,303687000
5-Jan-15,1921.96,1921.96,1903.37,1915.75,313442000
2-Jan-15,1914.24,1929.15,1909.67,1926.44,258775000
30-Dec-14,1934.51,1937.55,1910.78,1915.59,256436000
29-Dec-14,1937.27,1941.33,1927.83,1927.86,265809000
26-Dec-14,1947.60,1954.77,1944.22,1948.16,297006000
24-Dec-14,1940.76,1947.35,1936.74,1946.61,283866000
23-Dec-14,1942.12,1944.75,1936.75,1939.02,300797000
22-Dec-14,1938.16,1944.20,1928.89,1943.12,324534000
19-Dec-14,1920.75,1930.08,1914.27,1929.98,291791000
18-Dec-14,1917.67,1919.24,1881.73,1897.50,337298000
17-Dec-14,1913.28,1913.28,1900.16,1900.16,307268000
16-Dec-14,1909.01,1919.60,1901.13,1904.13,369417000
15-Dec-14,1903.12,1920.43,1899.61,1920.36,294421000
12-Dec-14,1921.61,1926.67,1915.00,1921.71,363470000
11-Dec-14,1930.46,1937.23,1916.49,1916.59,343634000
10-Dec-14,1964.04,1966.11,1943.27,1945.56,367889000
9-Dec-14,1977.05,1977.15,1968.85,1970.95,541161000
8-Dec-14,1988.80,1990.04,1976.89,1978.95,295138000
5-Dec-14,1986.60,1989.17,1983.36,1986.62,305547000
4-Dec-14,1976.30,1988.56,1976.10,1986.61,244390000
3-Dec-14,1969.57,1973.96,1964.77,1969.91,271111000
2-Dec-14,1959.40,1965.83,1954.40,1965.83,317911000
1-Dec-14,1971.95,1971.97,1962.15,1965.22,333977000
28-Nov-14,1983.22,1984.73,1975.66,1980.78,340696000
27-Nov-14,1993.65,1994.82,1982.08,1982.09,295509000
26-Nov-14,1984.83,1985.43,1972.95,1980.84,253287000
25-Nov-14,1981.52,1981.85,1973.80,1980.21,283188000
24-Nov-14,1982.48,1985.18,1974.37,1978.54,325447000
21-Nov-14,1966.89,1969.43,1959.81,1964.84,345924000
20-Nov-14,1960.72,1962.69,1952.44,1958.04,339217000
19-Nov-14,1974.41,1974.41,1959.21,1966.87,279559000
18-Nov-14,1951.93,1967.01,1951.93,1967.01,251273000
17-Nov-14,1941.83,1948.33,1935.95,1943.63,277521000
14-Nov-14,1959.64,1959.64,1940.49,1945.14,314797000
13-Nov-14,1970.64,1973.33,1954.88,1960.51,332594000
12-Nov-14,1965.21,1974.69,1961.66,1967.27,348499000
11-Nov-14,1957.87,1965.41,1956.23,1963.00,311396000
10-Nov-14,1952.79,1965.35,1952.79,1958.23,313262000
7-Nov-14,1935.75,1943.26,1932.17,1939.87,255424000
6-Nov-14,1933.45,1939.32,1923.05,1936.48,360571000
5-Nov-14,1938.61,1944.50,1928.99,1931.43,332276000
4-Nov-14,1950.15,1956.73,1928.52,1935.19,391712000
3-Nov-14,1959.66,1961.04,1947.83,1952.97,344497000
31-Oct-14,1963.26,1967.08,1951.07,1964.43,349405000
30-Oct-14,1956.92,1959.49,1944.24,1958.93,311048000
29-Oct-14,1938.80,1961.49,1931.59,1961.17,396614000
28-Oct-14,1935.46,1936.28,1924.37,1925.68,414616000
27-Oct-14,1933.91,1939.25,1929.26,1931.97,408839000
24-Oct-14,1942.46,1942.72,1916.84,1925.69,419427000
23-Oct-14,1932.43,1944.45,1924.14,1931.65,372833000
22-Oct-14,1936.91,1936.99,1924.21,1936.97,399095000
21-Oct-14,1923.62,1923.62,1911.03,1915.28,405921000
20-Oct-14,1918.84,1933.12,1917.54,1930.06,344669000
17-Oct-14,1923.51,1923.51,1896.54,1900.66,362077000
16-Oct-14,1911.45,1922.94,1904.77,1918.83,313610000
15-Oct-14,1932.11,1938.85,1918.77,1925.91,310341000
14-Oct-14,1933.45,1940.21,1926.87,1929.25,335506000
13-Oct-14,1919.48,1932.37,1918.48,1927.21,308917000
10-Oct-14,1953.98,1953.98,1931.88,1940.92,342823000
8-Oct-14,1957.90,1974.27,1957.90,1965.25,266180000
7-Oct-14,1979.83,1982.96,1966.22,1972.91,328234000
6-Oct-14,1987.89,1988.39,1968.30,1968.39,325078000
2-Oct-14,1984.43,1985.06,1966.17,1976.16,322656000
1-Oct-14,2013.47,2013.47,1989.84,1991.54,351581000
30-Sep-14,2023.18,2029.17,2007.30,2020.09,322812000
29-Sep-14,2035.93,2036.44,2021.37,2026.60,339587000
26-Sep-14,2019.17,2031.65,2018.70,2031.64,313524000
25-Sep-14,2045.66,2046.26,2030.09,2034.11,325374000
24-Sep-14,2024.75,2036.26,2019.91,2035.64,332585000
23-Sep-14,2028.90,2036.25,2025.16,2028.91,427813000
22-Sep-14,2053.30,2053.30,2032.36,2039.27,323890000
19-Sep-14,2057.56,2062.37,2053.66,2053.82,397737000
18-Sep-14,2058.21,2063.26,2044.17,2047.74,394273000
17-Sep-14,2052.06,2062.62,2051.11,2062.61,351668000
16-Sep-14,2039.92,2045.65,2036.23,2042.92,365691000
15-Sep-14,2039.03,2040.08,2028.80,2035.82,297605000
12-Sep-14,2042.51,2048.21,2037.37,2041.86,362672000
11-Sep-14,2046.97,2052.16,2034.13,2034.16,333410000
5-Sep-14,2053.18,2059.04,2044.68,2049.41,343350000
4-Sep-14,2059.05,2065.27,2050.79,2056.26,376387000
3-Sep-14,2050.09,2054.08,2040.44,2051.20,337971000
2-Sep-14,2065.97,2066.00,2049.15,2051.58,323115000
1-Sep-14,2067.80,2072.59,2062.30,2067.86,272468000
29-Aug-14,2070.73,2073.03,2060.14,2068.54,301374000
28-Aug-14,2083.03,2088.86,2072.14,2075.76,305877000
27-Aug-14,2075.45,2081.83,2070.77,2074.93,337612000
26-Aug-14,2069.07,2072.42,2065.15,2068.05,288908000
25-Aug-14,2049.16,2062.23,2044.20,2060.89,272044000
22-Aug-14,2048.24,2058.46,2046.54,2056.70,277858000
21-Aug-14,2067.63,2068.22,2041.91,2044.21,307794000
20-Aug-14,2080.77,2082.21,2063.61,2072.78,315354000
19-Aug-14,2065.19,2074.43,2064.34,2071.14,327122000
18-Aug-14,2070.95,2073.05,2053.13,2053.13,300419000
14-Aug-14,2065.69,2073.42,2056.06,2063.22,270849000
13-Aug-14,2046.68,2062.36,2043.11,2062.36,280663000
12-Aug-14,2048.39,2055.85,2038.14,2041.47,312799000
11-Aug-14,2048.18,2048.18,2037.80,2039.37,285842000
8-Aug-14,2049.51,2051.06,2026.56,2031.10,354820000
7-Aug-14,2062.24,2063.53,2047.75,2054.51,292935000
6-Aug-14,2062.93,2068.08,2055.68,2060.73,377266000
5-Aug-14,2076.17,2077.73,2058.92,2066.26,346821000
4-Aug-14,2080.77,2083.05,2067.17,2080.42,253201000
1-Aug-14,2063.71,2079.81,2062.54,2073.10,271966000
31-Jul-14,2081.75,2090.57,2070.78,2076.12,383726000
30-Jul-14,2064.47,2093.08,2062.88,2082.61,343285000
29-Jul-14,2054.03,2065.96,2053.41,2061.97,408767000
28-Jul-14,2035.96,2053.84,2035.96,2048.81,349018000
25-Jul-14,2030.04,2036.20,2027.33,2033.85,282769000
24-Jul-14,2032.94,2034.72,2021.22,2026.62,323590000
23-Jul-14,2032.73,2035.24,2025.00,2028.32,353510000
22-Jul-14,2021.18,2028.93,2017.76,2028.93,265888000
21-Jul-14,2028.02,2030.61,2016.42,2018.50,274627000
18-Jul-14,2007.12,2019.42,2006.01,2019.42,304521000
17-Jul-14,2020.52,2025.41,2018.77,2020.90,322694000
16-Jul-14,2015.67,2018.05,2008.99,2013.48,315167000
15-Jul-14,2004.93,2015.54,2004.49,2012.72,361201000
14-Jul-14,1998.26,2001.11,1993.57,1993.88,270389000
11-Jul-14,1988.93,1993.46,1985.53,1988.74,277018000
10-Jul-14,2004.63,2006.50,1999.96,2002.84,327639000
9-Jul-14,1997.57,2000.89,1992.42,2000.50,272746000
8-Jul-14,2003.55,2009.22,1997.87,2006.66,259356000
7-Jul-14,2007.53,2009.32,1998.03,2005.12,228338000
4-Jul-14,2018.35,2018.35,2005.84,2009.66,241513000
3-Jul-14,2015.99,2015.99,2007.86,2010.97,259913000
2-Jul-14,2008.00,2016.36,2002.40,2015.28,318423000
1-Jul-14,1993.29,1999.00,1987.89,1999.00,238870000
30-Jun-14,1996.13,2002.21,1992.65,2002.21,201128000
